time,SP500RET
1989-01-13,0.002468963
1989-01-16,0.000950688
1989-01-17,-0.0020786
1989-01-18,0.010454768
1989-01-19,0.001325335
1989-01-20,-0.000976392
1989-01-23,-0.007458932
1989-01-24,0.01392717
1989-01-25,0.002250577
1989-01-26,0.008780595
1989-01-27,0.00727574
1989-01-30,0.003974123
1989-01-31,0.008371922
1989-02-01,-0.001278256
1989-02-02,-0.00084185
1989-02-03,0.00043785
1989-02-06,-0.003136543
1989-02-07,0.0120538
1989-02-08,-0.003276061
1989-02-09,-0.008710183
1989-02-10,-0.013739843
1989-02-13,0.001779116
1989-02-14,-0.002498504
1989-02-15,0.008292855
1989-02-16,0.00193532
1989-02-17,0.00659265
1989-02-21,-0.002631847
1989-02-22,-0.017277943
1989-02-23,0.00391108
1989-02-24,-0.016989946
1989-02-27,0.00240021
1989-02-28,0.003606857
1989-03-01,-0.006076724
1989-03-02,0.009843077
1989-03-03,0.004233138
1989-03-06,0.012389448
1989-03-07,-0.003193588
1989-03-08,0.000714346
1989-03-09,-0.000510195
1989-03-10,-0.003578675
1989-03-13,0.008296545
1989-03-14,-0.000609694
1989-03-15,0.00517059
1989-03-16,0.009293654
1989-03-17,-0.022800035
1989-03-20,-0.009509006
1989-03-21,0.004851622
1989-03-22,-0.002887493
1989-03-23,-0.005211671
1989-03-27,0.00548703
1989-03-28,0.003504195
1989-03-29,0.002603009
1989-03-30,0.000581326
1989-03-31,0.008001541
1989-04-03,0.005141573
1989-04-04,-0.003650503
1989-04-05,0.003144285
1989-04-06,-0.003212012
1989-04-07,0.00631279
1989-04-10,-0.000168274
1989-04-11,0.004633991
1989-04-12,0.001673697
1989-04-13,-0.008700235
1989-04-14,0.01659567
1989-04-17,0.001193872
1989-04-18,0.014151024
1989-04-19,0.003685768
1989-04-20,-0.003130403
1989-04-21,0.011107617
1989-04-24,-0.002975904
1989-04-25,-0.006304453
1989-04-26,0.000586625
1989-04-27,0.008596832
1989-04-28,0.000193792
1989-05-01,-0.001680781
1989-05-02,-0.003240234
1989-05-03,0.000129811
1989-05-04,-0.001266378
1989-05-05,-0.000520004
1989-05-08,-0.005247645
1989-05-09,-0.002650568
1989-05-10,0.00199676
1989-05-11,0.003753574
1989-05-12,0.022198434
1989-05-15,0.007365113
1989-05-16,-0.002787282
1989-05-17,0.006953691
1989-05-18,0.001542214
1989-05-19,0.010231469
1989-05-22,0.002300924
1989-05-23,-0.011432266
1989-05-24,0.002572712
1989-05-25,9.40E-05
1989-05-26,0.007553566
1989-05-30,-0.007929612
1989-05-31,0.004596847
1989-06-01,0.004513697
1989-06-02,0.01096553
1989-06-05,-0.010779195
1989-06-06,0.006839273
1989-06-07,0.008323272
1989-06-08,-0.000611902
1989-06-09,-0.000183643
1989-06-12,-0.001378402
1989-06-13,-0.007167607
1989-06-14,-0.000247013
1989-06-15,-0.011647722
1989-06-16,0.003959907
1989-06-19,0.001679
1989-06-20,-0.001990236
1989-06-21,-0.002399764
1989-06-22,0.005724969
1989-06-23,0.017468768
1989-06-26,-0.004277428
1989-06-27,0.005617992
1989-06-28,-0.008039783
1989-06-29,-0.018993894
1989-06-30,-0.005332008
1989-07-03,0.003923358
1989-07-05,0.004407152
1989-07-06,0.002834054
1989-07-07,0.010395168
1989-07-10,0.006625994
1989-07-11,0.005214619
1989-07-12,0.003127897
1989-07-13,0.000424397
1989-07-14,0.005711797
1989-07-17,0.001806468
1989-07-18,-0.003284174
1989-07-19,0.013132047
1989-07-20,-0.006634416
1989-07-21,0.007140647
1989-07-24,-0.006661016
1989-07-25,0.000629166
1989-07-26,0.012412167
1989-07-27,0.011587683
1989-07-28,0.000467741
1989-07-31,0.011420725
1989-08-01,-0.006755313
1989-08-02,0.001714892
1989-08-03,0.001160968
1989-08-04,-0.002381438
1989-08-07,0.015836946
1989-08-08,-0.000171733
1989-08-09,-0.006922431
1989-08-10,0.003768758
1989-08-11,-0.010130103
1989-08-14,-0.004885151
1989-08-15,0.004798125
1989-08-16,0.002752149
1989-08-17,-0.003506691
1989-08-18,0.004576534
1989-08-21,-0.01561121
1989-08-22,0.00152524
1989-08-23,0.010234967
1989-08-24,0.019592135
1989-08-25,-0.002848842
1989-08-28,0.004469059
1989-08-29,-0.006410918
1989-08-30,0.002312668
1989-08-31,0.002278879
1989-09-01,0.006466457
1989-09-05,-0.00331309
1989-09-06,-0.009461456
1989-09-07,-0.002551643
1989-09-08,0.001176285
1989-09-11,-0.003159016
1989-09-12,0.002986963
1989-09-13,-0.009335091
1989-09-14,-0.006680052
1989-09-15,0.005521504
1989-09-18,0.004828064
1989-09-19,-0.000519271
1989-09-20,-0.000230874
1989-09-21,-0.002224888
1989-09-22,0.003897515
1989-09-25,-0.008158823
1989-09-26,0.000290461
1989-09-27,0.00223373
1989-09-28,0.010090903
1989-09-29,0.001576496
1989-10-02,0.004914155
1989-10-03,0.01088477
1989-10-04,0.006267146
1989-10-05,8.40E-05
1989-10-06,0.005057643
1989-10-09,0.002838934
1989-10-10,-0.001863882
1989-10-11,-0.00597667
1989-10-12,-0.004491992
1989-10-13,-0.063123239
1989-10-16,0.027200494
1989-10-17,-0.004941458
1989-10-18,0.001757161
1989-10-19,0.015590613
1989-10-20,8.64E-05
1989-10-23,-0.006734227
1989-10-24,-0.003282358
1989-10-25,-0.003497526
1989-10-26,-0.013432884
1989-10-27,-0.008529153
1989-10-30,2.98E-05
1989-10-31,0.015664416
1989-11-01,0.002464935
1989-11-02,-0.008003809
1989-11-03,-0.002544004
1989-11-06,-0.01495037
1989-11-07,0.006592574
1989-11-08,0.009926377
1989-11-09,-0.004683433
1989-11-10,0.007488898
1989-11-13,0.001326162
1989-11-14,-0.004604902
1989-11-15,0.007516284
1989-11-16,0.000117454
1989-11-17,0.003019689
1989-11-20,-0.006637712
1989-11-21,0.000706984
1989-11-22,0.006808537
1989-11-24,0.0060069
1989-11-27,0.004756527
1989-11-28,0.000462842
1989-11-29,-0.006295624
1989-11-30,0.006931683
1989-12-01,0.013321664
1989-12-04,0.002222097
1989-12-05,-0.005221199
1989-12-06,-0.002950742
1989-12-07,-0.002758068
1989-12-08,0.003159651
1989-12-11,-0.000372894
1989-12-12,0.009053454
1989-12-13,0.002895755
1989-12-14,-0.005172817
1989-12-15,-0.002253699
1989-12-18,-0.018592986
1989-12-19,-0.003585226
1989-12-20,0.001109003
1989-12-21,0.005642666
1989-12-22,0.00762789
1989-12-26,-0.001757343
1989-12-27,0.005750282
1989-12-28,0.005318249
1989-12-29,0.00775495
1990-01-02,0.017641989
1990-01-03,-0.002588908
1990-01-04,-0.008650307
1990-01-05,-0.009804139
1990-01-08,0.004504321
1990-01-09,-0.011856666
1990-01-10,-0.006629097
1990-01-11,0.003506557
1990-01-12,-0.024984596
1990-01-15,-0.008656784
1990-01-16,0.01106614
1990-01-17,-0.0098799
1990-01-18,0.002338698
1990-01-19,0.00283462
1990-01-22,-0.02619898
1990-01-23,0.003716072
1990-01-24,-0.004079357
1990-01-25,-0.012737473
1990-01-26,-0.000859054
1990-01-29,-0.001843318
1990-01-30,-0.006849976
1990-01-31,0.01871048
1990-02-01,-0.000881633
1990-02-02,0.006457405
1990-02-05,0.002806405
1990-02-06,-0.006621239
1990-02-07,0.012330389
1990-02-08,-0.002369847
1990-02-09,0.001980258
1990-02-12,-0.010667571
1990-02-13,0.002843747
1990-02-14,0.002986292
1990-02-15,0.008637031
1990-02-16,-0.006500824
1990-02-20,-0.014318175
1990-02-21,-0.000976116
1990-02-22,-0.006030292
1990-02-23,-0.004770341
1990-02-26,0.013847836
1990-02-27,0.004826015
1990-02-28,0.004923366
1990-03-01,0.002557816
1990-03-02,0.00837977
1990-03-05,-0.005378928
1990-03-06,0.012476527
1990-03-07,-0.002904222
1990-03-08,0.009804869
1990-03-09,-0.006900647
1990-03-12,0.002187408
1990-03-13,-0.007915022
1990-03-14,0.002585939
1990-03-15,0.003555875
1990-03-16,0.01129457
1990-03-19,0.0047269
1990-03-20,-0.005721808
1990-03-21,-0.005372017
1990-03-22,-0.011992504
1990-03-23,0.004547421
1990-03-26,0.001215085
1990-03-27,0.011397058
1990-03-28,0.001463058
1990-03-29,-0.003544285
1990-03-30,-0.00249732
1990-04-02,-0.003654372
1990-04-03,0.014479838
1990-04-04,-0.007448226
1990-04-05,-0.001055997
1990-04-06,-0.001909491
1990-04-09,0.003786049
1990-04-10,0.002048461
1990-04-11,-0.000438603
1990-04-12,0.00705275
1990-04-16,0.001160968
1990-04-17,-0.000174059
1990-04-18,-0.011555425
1990-04-19,-0.007748893
1990-04-20,-0.008823456
1990-04-23,-0.012219255
1990-04-24,-0.002086452
1990-04-25,0.005042357
1990-04-26,0.002676895
1990-04-27,-0.011510179
1990-04-30,0.005121922
1990-05-01,0.004373734
1990-05-02,0.006689389
1990-05-03,0.003253491
1990-05-04,0.008368498
1990-05-07,0.006304151
1990-05-08,0.004336749
1990-05-09,0.002482224
1990-05-10,0.002796064
1990-05-11,0.023512911
1990-05-14,0.00778214
1990-05-15,-0.001325755
1990-05-16,-0.000790648
1990-05-17,0.001326803
1990-05-18,0.000479474
1990-05-21,0.009429796
1990-05-22,0.001200397
1990-05-23,0.002396479
1990-05-24,-0.002452279
1990-05-25,-0.010743592
1990-05-29,0.016973968
1990-05-30,0.000582113
1990-05-31,0.001024803
1990-06-01,0.005328634
1990-06-04,0.011607664
1990-06-05,-0.002070733
1990-06-06,-0.004592682
1990-06-07,-0.004971786
1990-06-08,-0.012301709
1990-06-11,0.008107327
1990-06-12,0.012694571
1990-06-13,-0.003692817
1990-06-14,-0.005496029
1990-06-15,2.76E-05
1990-06-18,-0.016755279
1990-06-19,0.004445384
1990-06-20,0.001755927
1990-06-21,0.003807834
1990-06-22,-0.014080411
1990-06-25,-0.008816854
1990-06-26,-0.000709854
1990-06-27,0.008710462
1990-06-28,0.006986854
1990-06-29,0.001089918
1990-07-02,0.004236586
1990-07-03,0.001722941
1990-07-05,-0.012516927
1990-07-06,0.007674033
1990-07-09,0.003064325
1990-07-10,-0.008463619
1990-07-11,0.013208686
1990-07-12,0.011587232
1990-07-13,0.005104071
1990-07-16,0.004454955
1990-07-17,-0.003883395
1990-07-18,-0.009019658
1990-07-19,0.003015601
1990-07-20,-0.010207399
1990-07-23,-0.017575635
1990-07-24,0.001350021
1990-07-25,0.003647182
1990-07-26,-0.003309961
1990-07-27,-0.00696415
1990-07-30,0.005952147
1990-07-31,0.001686104
1990-08-01,-0.001770484
1990-08-02,-0.011428696
1990-08-03,-0.019014273
1990-08-06,-0.030710947
1990-08-07,0.00119535
1990-08-08,0.010457922
1990-08-09,0.004688269
1990-08-10,-0.013087564
1990-08-13,0.009846452
1990-08-14,0.001621869
1990-08-15,0.001972184
1990-08-16,-0.022813094
1990-08-17,-0.013813797
1990-08-20,0.002072098
1990-08-21,-0.02045061
1990-08-22,-0.016635461
1990-08-23,-0.030438039
1990-08-24,0.014388272
1990-08-27,0.031379461
1990-08-28,-0.000311148
1990-08-29,0.008830011
1990-08-30,-0.017048165
1990-08-31,0.012007567
1990-09-04,0.001641757
1990-09-05,0.004015573
1990-09-06,-0.012189032
1990-09-07,0.009132484
1990-09-10,-0.005488131
1990-09-11,-0.001836091
1990-09-12,0.004661434
1990-09-13,-0.012133838
1990-09-14,-0.005727969
1990-09-17,0.002962498
1990-09-18,0.002608547
1990-09-19,-0.00629725
1990-09-20,-0.016304017
1990-09-21,-0.000513809
1990-09-24,-0.021854712
1990-09-25,0.011976973
1990-09-26,-0.010435104
1990-09-27,-0.013497887
1990-09-28,0.016737895
1990-10-01,0.028633657
1990-10-02,0.000856939
1990-10-03,-0.012160824
1990-10-04,0.004134025
1990-10-05,-0.003812946
1990-10-08,0.006336224
1990-10-09,-0.02709597
1990-10-10,-0.015557961
1990-10-11,-0.016548166
1990-10-12,0.015349006
1990-10-15,0.010609124
1990-10-16,-0.014315614
1990-10-17,-0.000535404
1990-10-18,0.023094492
1990-10-19,0.0218054
1990-10-22,0.007269977
1990-10-23,-0.007654075
1990-10-24,0.000768049
1990-10-25,-0.007803884
1990-10-26,-0.01776003
1990-10-29,-0.009330917
1990-10-30,0.007195463
1990-10-31,-0.000197349
1990-11-01,0.009885191
1990-11-02,0.015609411
1990-11-05,0.008747901
1990-11-06,-0.009485707
1990-11-07,-0.018166716
1990-11-08,0.005214966
1990-11-09,0.019731871
1990-11-12,0.018130057
1990-11-13,-0.005681566
1990-11-14,0.008557107
1990-11-15,-0.010605352
1990-11-16,0.000315388
1990-11-19,0.006976115
1990-11-20,-0.012700084
1990-11-21,0.002280864
1990-11-23,-0.002947097
1990-11-26,0.004464788
1990-11-27,0.005010962
1990-11-28,-0.000471661
1990-11-29,-0.004823693
1990-11-30,0.018164097
1990-12-03,0.005817568
1990-12-04,0.006918315
1990-12-05,0.010879776
1990-12-06,-0.002579707
1990-12-07,-0.004019371
1990-12-10,0.003472226
1990-12-11,-0.007477184
1990-12-12,0.011422082
1990-12-13,-0.002577595
1990-12-14,-0.007681091
1990-12-17,-0.002450831
1990-12-18,0.012285429
1990-12-19,0.000454373
1990-12-20,-0.000242307
1990-12-21,0.004925448
1990-12-24,-0.005592095
1990-12-26,0.002875522
1990-12-27,-0.007767736
1990-12-28,0.00130896
1990-12-31,0.004552774
1991-01-02,-0.011482301
1991-01-03,-0.014004794
1991-01-04,-0.00283088
1991-01-07,-0.017472634
1991-01-08,-0.001713361
1991-01-09,-0.010887893
1991-01-10,0.009712226
1991-01-11,0.00222307
1991-01-14,-0.008730062
1991-01-15,0.003960275
1991-01-16,0.0077473
1991-01-17,0.036642097
1991-01-18,0.012905359
1991-01-21,-0.003527872
1991-01-22,-0.008341344
1991-01-23,0.005770532
1991-01-24,0.013744784
1991-01-25,0.003845872
1991-01-28,-0.00011903
1991-01-29,-0.000565586
1991-01-30,0.014983657
1991-01-31,0.008819635
1991-02-01,-0.002561939
1991-02-04,0.015302805
1991-02-05,0.008347676
1991-02-06,0.019201808
1991-02-07,-0.004338159
1991-02-08,0.007906505
1991-02-11,0.02536094
1991-02-12,-0.008391505
1991-02-13,0.009584564
1991-02-14,-0.013092762
1991-02-15,0.013201152
1991-02-19,0.000893764
1991-02-20,-0.011572155
1991-02-21,-0.000465683
1991-02-22,0.001861433
1991-02-25,0.004393452
1991-02-26,-0.012190763
1991-02-27,0.013496885
1991-02-28,-0.001823601
1991-03-01,0.009219904
1991-03-04,-0.003081916
1991-03-05,0.019811653
1991-03-06,-0.001461037
1991-03-07,-0.000691416
1991-03-08,-0.002557069
1991-03-11,-0.005321508
1991-03-12,-0.007887092
1991-03-13,0.012194618
1991-03-14,-0.002860697
1991-03-15,0.000240935
1991-03-18,-0.00396943
1991-03-19,-0.014945452
1991-03-20,0.003621466
1991-03-21,-0.003648745
1991-03-22,0.002452117
1991-03-25,0.006374545
1991-03-26,0.017343257
1991-03-27,-0.002527774
1991-03-28,-0.000346403
1991-04-01,-0.010502159
1991-04-02,0.021844236
1991-04-03,-0.001476716
1991-04-04,0.002187925
1991-04-05,-0.011680241
1991-04-08,0.008753139
1991-04-09,-0.013560071
1991-04-10,-0.001098151
1991-04-11,0.011934397
1991-04-12,0.00730845
1991-04-15,0.002074608
1991-04-16,0.01672754
1991-04-17,0.007274442
1991-04-18,-0.005109716
